"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Description","Stock","Sold","Subtotal","Discounts","Subtotal w/ Discounts","Total","Cost","Profit","Margin"
"210000036199","723466525497","","GW-L1876 TURQUOISE NOIR","L1876 TURQUOISE NOIR","2PC OPEN CUP CORSET WITH BOYSHORTS & STOCKINGS","0","1","$34.99","$0.00","$34.99","$34.99","$16.95","$18.04","51.56%"
"210000018319","782631031324","","NT-0313-2","0313-2","ANAL BLU 1.5OZ","0","1","$12.99","$0.00","$12.99","$14.03","$3.45","$9.54","73.44%"
"210000006151","716770077011","","SE-2712-35-3","SE-2712-35-3","SCANDAL OVER THE DOOR CUFFS","0","1","$39.99","$0.00","$39.99","$43.19","$17.95","$22.04","55.11%"
"210000023954","849450027409","","ML4767WBL","4767","CHECKER BOW WITH HEART RHINESTONE OPAQUE THIGH HI WHITE/BLUE","0","1","$14.99","$0.00","$14.99","$16.11","$3.00","$11.99","79.99%"
"210000007619","763036265903","","EC1185W","1185W","ESCANTE FUSION DEEP V THONG WHITE","0","1","$16.99","$0.00","$16.99","$18.26","$6.95","$10.04","59.09%"
"210000036415","889166803515","","BF-PL-0001","CN-331410082","CUTIE - BLUE","0","1","$12.99","$0.00","$12.99","$14.03","$6.00","$6.99","53.81%"
"210000003800","716770057815","","SE-0499-40-3","SE-0499-40-3","7 FUNCT CLASSIC CHIC 6 IN BLACK","0","1","$29.99","$0.00","$29.99","$32.09","$6.70","$23.29","77.66%"
"210000001264","810476014636","","FL-810476014636","810476014636","FLESHLIGHT GIRLS RILEY REID UTOPIA","0","1","$79.99","$0.00","$79.99","$84.79","$39.60","$40.39","50.49%"
"210000030756","889166000419","","SI-ME-2003","AP-AL001S-F1","FAUX FOX TAIL - GRAY","0","1","$29.99","$0.00","$29.99","$32.39","$9.97","$20.02","66.76%"
"210000033961","889166801207","","SI-ML-8064","W-18029/W-18030","XS AND OS COCK RINGS - CLEAR","1","1","$14.99","$0.00","$14.99","$16.19","$6.00","$8.99","59.97%"
"210000036405","889166803423","","BE-BL-0010","CN-390912698","POCKET LOVER MINI BULLET - PINK","0","3","$0.00","$0.00","$0.00","$0.00","$24.00","$-24.00",""
"210000036407","889166803447","","BE-BL-0012","CN-390900312","POCKET LOVER MINI BULLET - BLUE","0","1","$0.00","$0.00","$0.00","$0.00","$8.00","$-8.00",""
"210000034017","889166801764","","SI-DD-1008","GLOWS IN THE DARK DILDOS - M","GLOW IN THE DARK DILDO PINK MEDIUM - 6 IN","0","2","$59.98","$0.00","$59.98","$64.18","$33.27","$26.71","44.53%"
"210000034010","889166801696","","SI-DD-1003","SILVER DILDO SERIES - L","JELLY PEEN PURPLE LARGE","0","1","$29.99","$0.00","$29.99","$32.24","$13.05","$16.94","56.49%"
"210000036417","889166803539","","BF-PL-0003","CN-331410081","CUTIE - PURPLE","0","1","$12.99","$0.00","$12.99","$14.03","$6.50","$6.49","49.96%"
"210000036412","889166803485","","BF-BE-0001","CN-331223110","SASSY - PINK","0","1","$12.99","$0.00","$12.99","$14.03","$5.00","$7.99","61.51%"
"210000036410","889166803348","","BE-SV-0002","CN-671143214","SLIMMY VIBE - PURPLE","0","1","$24.99","$0.00","$24.99","$26.99","$7.10","$17.89","71.59%"
"210000003905","716770086501","","SE-0610-40-2","SE-0610-40-2","PETITE JACK RABBIT VIBRATOR - PURPLE","0","1","$49.99","$0.00","$49.99","$49.99","$10.64","$39.35","78.72%"
"210000040424","889166820154","","BF-VP-0009","BN068","BRONCO OUTLAW REMOTE CONTROL ANAL PLUG","0","1","$149.99","$0.00","$149.99","$161.24","$18.86","$131.13","87.42%"
"210000040421","889166820116","","BF-VP-0005","BN062","BRONCO RIVAL REMOTE CONTROL ANAL PLUG","0","1","$149.99","$0.00","$149.99","$161.24","$21.88","$128.11","85.41%"
"210000042483","210000042483","","PROMO-RAFF-1-FOR-1","RAFF-1-FOR-1","RAFFLE: 1 TICKET FOR $1","0","2","$2.00","$0.00","$2.00","$2.15","$0.00","$2.00","100%"
"210000042481","","","PROMO-1-RAFF-CHECK-IN","","RAFFLE: 1 TICKET FOR CHECK-IN (ONE PER DAY)","0","1","$1.00","$0.00","$1.00","$1.08","$0.00","$1.00","100%"
"210000042484","210000042484","","PROMO-RAFF-20-FOR-5","RAFF-20-FOR-5","RAFFLE: 20 TICKETS FOR $5","0","1","$5.00","$0.00","$5.00","$5.38","$0.00","$5.00","100%"
"210000030503","889166021889","","PROMO-SI-B2G3-100%","SI-B2G3-100%","PREFERRED VENDOR BUY TWO GET ONE FREE","0","1","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00",""
"210000041315","889166820024","","IPP-CD-0002","CD-0002","BLOW BURST APPLE","0","14","$55.86","$47.88","$7.98","$8.58","$22.90","$-14.92","-187.02%"
